jiscode,name,namekana,building,zipcode,address,tel,source,lat,lon,note
22341,清水町,しみずちょう,清水町役場,411-8650,駿東郡清水町堂庭210-1,055-973-1111,数値地図,35.099095,138.902861,
22342,長泉町,ながいずみちょう,長泉町役場,411-8668,駿東郡長泉町中土狩828,055-989-5500,数値地図,35.137786,138.897083,
22344,小山町,おやまちょう,小山町役場,410-1395,駿東郡小山町藤曲57-2,0550-76-1111,数値地図,35.360093,138.987345,
22424,吉田町,よしだちょう,吉田町役場,421-0395,榛原郡吉田町住吉87,0548-33-1111,数値地図,34.7709,138.252012,
22429,川根本町,かわねほんちょう,川根本町役場,428-0313,榛原郡川根本町上長尾627,0547-56-1111,数値地図,35.046919,138.081691,
22461,森町,もりまち,森町役場,437-0293,周智郡森町森2101-1,0538-85-2111,数値地図,34.835579,137.92718,
23000,愛知県,あいちけん,愛知県庁,460-8501,名古屋市中区三の丸3-1-2,052-961-2111,数値地図,35.180198,136.906739,
23100,名古屋市,なごやし,名古屋市役所,460-8508,名古屋市中区三の丸3-1-1,052-961-1111,数値地図,35.181754,136.906489,
23101,名古屋市千種区,なごやしちくさく,千種区役所,464-8644,名古屋市千種区覚王山通8-37,052-762-3111,数値地図,35.166453,136.946403,
23102,名古屋市東区,なごやしひがしく,東区役所,461-8640,名古屋市東区筒井1-7-74,052-935-2271,数値地図,35.179311,136.926071,
23103,名古屋市北区,なごやしきたく,北区役所,462-8511,名古屋市北区清水4-17-1,052-911-3131,数値地図,35.194141,136.911683,
23104,名古屋市西区,なごやしにしく,西区役所,451-8508,名古屋市西区花の木二丁目18-1,052-521-5311,数値地図,35.189309,136.890147,
23105,名古屋市中村区,なごやしなかむらく,中村区役所,453-8501,名古屋市中村区竹橋町36-31,052-451-1241,数値地図,35.168699,136.872965,
23106,名古屋市中区,なごやしなかく,中区役所,460-8447,名古屋市中区栄4-1-8,052-241-3601,数値地図,35.168673,136.910323,
23107,名古屋市昭和区,なごやししょうわく,昭和区役所,466-8585,名古屋市昭和区阿由知通3-19,052-731-1511,数値地図,35.150204,136.934044,
23108,名古屋市瑞穂区,なごやしみずほく,瑞穂区役所,467-8531,名古屋市瑞穂区瑞穂通3-32,052-841-1521,数値地図,35.131651,136.934933,
23109,名古屋市熱田区,なごやしあつたく,熱田区役所,456-8501,名古屋市熱田区神宮3-1-15,052-681-1431,数値地図画像,35.128537,136.91023,
23110,名古屋市中川区,なごやしなかがわく,中川区役所,454-8501,名古屋市中川区高畑1-223,052-362-1111,数値地図,35.141591,136.855079,
23111,名古屋市港区,なごやしみなとく,港区役所,455-8520,名古屋市港区港明1-12-20,052-651-3251,数値地図,35.107763,136.885605,
23112,名古屋市南区,なごやしみなみく,南区役所,457-8508,名古屋市南区前浜通3-10,052-811-5161,数値地図画像,35.09501,136.931299,
23113,名古屋市守山区,なごやしもりやまく,守山区役所,463-8510,名古屋市守山区小幡1-3-1,052-793-3434,数値地図,35.203282,136.976538,
23114,名古屋市緑区,なごやしみどりく,緑区役所,458-8585,名古屋市緑区青山2-15,052-621-2111,数値地図,35.070796,136.95232,
23115,名古屋市名東区,なごやしめいとうく,名東区役所,465-8508,名古屋市名東区上社2-50,052-773-1111,数値地図,35.175897,137.010147,
23116,名古屋市天白区,なごやしてんぱくく,天白区役所,468-8510,名古屋市天白区島田2-201,052-803-1111,数値地図,35.12232,136.975846,
23201,豊橋市,とよはしし,豊橋市役所,440-8501,豊橋市今橋町1,0532-51-2111,数値地図,34.769207,137.39151,
23202,岡崎市,おかざきし,岡崎市役所,444-8601,岡崎市十王町2-9,0564-23-6000,数値地図,34.954845,137.173023,
23203,一宮市,いちのみやし,一宮市役所,491-8501,一宮市本町2-5-6,0586-28-8100,数値地図,35.304126,136.802465,
23204,瀬戸市,せとし,瀬戸市役所,489-8701,瀬戸市追分町64-1,0561-82-7111,数値地図,35.223449,137.084082,
23205,半田市,はんだし,半田市役所,475-8666,半田市東洋町2-1,0569-21-3111,数値地図,34.892401,136.937827,
23206,春日井市,かすがいし,春日井市役所,486-8686,春日井市鳥居松町5-44,0568-81-5111,数値地図,35.247496,136.972176,
23207,豊川市,とよかわし,豊川市役所,442-8601,豊川市諏訪1-1,0533-89-2111,数値地図,34.826811,137.375869,
23208,津島市,つしまし,津島市役所,496-8686,津島市立込町2-21,0567-24-1111,数値地図,35.177112,136.741311,
23209,碧南市,へきなんし,碧南市役所,447-8601,碧南市松本町28,0566-41-3311,数値地図,34.884848,136.993655,
23210,刈谷市,かりやし,刈谷市役所,448-8501,刈谷市東陽町1-1,0566-23-1111,数値地図,34.988946,137.002179,
23211,豊田市,とよたし,豊田市役所,471-8501,豊田市西町3-60,0565-31-1212,数値地図,35.083386,137.156412,
23212,安城市,あんじょうし,安城市役所,446-8501,安城市桜町18-23,0566-76-1111,数値地図,34.957841,137.079616,
23213,西尾市,にしおし,西尾市役所,445-8501,西尾市寄住町下田22,0563-56-2111,数値地図,34.862491,137.062483,
23214,蒲郡市,がまごおりし,蒲郡市役所,443-8601,蒲郡市旭町17-1,0533-66-1111,数値地図,34.826389,137.21966,
23215,犬山市,いぬやまし,犬山市役所,484-8501,犬山市大字犬山字東畑36,0568-61-1800,数値地図,35.378621,136.944144,
23216,常滑市,とこなめし,常滑市役所,479-8610,常滑市新開町4-1,0569-35-5111,数値地図,34.886567,136.832422,
23217,江南市,こうなんし,江南市役所,483-8701,江南市赤童子町大堀90,0587-54-1111,数値地図,35.332125,136.870875,
23219,小牧市,こまきし,小牧市役所,485-8650,小牧市堀の内3-1,0568-72-2101,数値地図,35.290324,136.910908,
23220,稲沢市,いなざわし,稲沢市役所,492-8269,稲沢市稲府町1,0587-32-1111,数値地図,35.248049,136.780304,
23221,新城市,しんしろし,新城市役所,441-1392,新城市字東入船6-1,0536-23-1111,数値地図,34.899251,137.498495,
23222,東海市,とうかいし,東海市役所,476-8601,東海市中央町1-1,0562-33-1111,数値地図,35.022995,136.902382,
23223,大府市,おおぶし,大府市役所,474-8701,大府市中央町5-70,0562-47-2111,数値地図,35.012247,136.963182,
23224,知多市,ちたし,知多市役所,478-8601,知多市緑町1,0562-33-3151,数値地図,34.996635,136.864583,
23225,知立市,ちりゅうし,知立市役所,472-8666,知立市広見3-1,0566-83-1111,数値地図,35.001279,137.050646,
23226,尾張旭市,おわりあさひし,尾張旭市役所,488-8666,尾張旭市東大道町原田2600-1,0561-53-2111,数値地図,35.216504,137.035282,
23227,高浜市,たかはまし,高浜市役所,444-1398,高浜市青木町4-1-2,0566-52-1111,数値地図,34.927593,136.987626,
23228,岩倉市,いわくらし,岩倉市役所,482-8686,岩倉市栄町1-66,0587-66-1111,数値地図,35.279936,136.871433,
23229,豊明市,とよあけし,豊明市役所,470-1195,豊明市新田町子持松1-1,0562-92-1111,数値地図,35.053774,137.012789,
23230,日進市,にっしんし,日進市役所,470-0192,日進市蟹甲町池下268,0561-73-7111,数値地図,35.131987,137.039423,
23231,田原市,たはらし,田原市役所,441-3492,田原市田原町南番場30-1,0531-22-1111,数値地図画像,34.669011,137.263529,
23232,愛西市,あいさいし,愛西市役所,496-8555,愛西市稲葉町米野308,0567-26-8111,数値地図画像,35.15301,136.728508,
23233,清須市,きよすし,清須市役所,452-8569,清須市須ケ口1238,052-400-2911,数値地図,35.199833,136.852883,
23234,北名古屋市,きたなごやし,北名古屋市役所,481-8531,北名古屋市西之保清水田15,0568-22-1111,数値地図,35.245579,136.865963,
23235,弥富市,やとみし,弥富市役所,498-8501,弥富市前ケ須町南本田335,0567-65-1111,数値地図画像,35.110003,136.724704,
23236,みよし市,みよしし,みよし市役所,470-0295,みよし市三好町小坂50,0561-32-2111,数値地図,35.089771,137.074503,
23237,あま市,あまし,あま市役所,490-1292,あま市木田戌亥18-1,052-444-1001,数値地図,35.200526,136.783584,
23238,長久手市,ながくてし,長久手市役所,480-1196,長久手市岩作城の内60番地1,0561-63-1111,数値地図,35.184092,137.048642,
23302,東郷町,とうごうちょう,東郷町役場,470-0198,愛知郡東郷町大字春木字羽根穴1,0561-38-3111,数値地図,35.096797,137.052588,
23342,豊山町,とよやまちょう,豊山町役場,480-0292,西春日井郡豊山町大字豊場字新栄260,0568-28-0001,数値地図,35.250801,136.912125,
23361,大口町,おおぐちちょう,大口町役場,480-0144,丹羽郡大口町下小口七丁目155,0587-95-1111,数値地図,35.332429,136.907789,
23362,扶桑町,ふそうちょう,扶桑町役場,480-0102,丹羽郡扶桑町大字高雄字天道330,0587-93-1111,数値地図画像,35.359235,136.913102,
23424,大治町,おおはるちょう,大治町役場,490-1192,海部郡大治町大字馬島字大門西1-1,052-444-2711,数値地図,35.175419,136.820692,
23425,蟹江町,かにえちょう,蟹江町役場,497-8601,海部郡蟹江町学戸3-1,0567-95-1111,数値地図画像,35.132397,136.786854,
23427,飛島村,とびしまむら,飛島村役場,490-1436,海部郡飛島村竹之郷3-1,0567-52-1231,数値地図画像,35.0788,136.7913,
23441,阿久比町,あぐいちょう,阿久比町役場,470-2292,知多郡阿久比町大字卯坂字殿越50,0569-48-1111,数値地図,34.932591,136.915607,
23442,東浦町,ひがしうらちょう,東浦町役場,470-2192,知多郡東浦町大字緒川字政所20,0562-83-3111,数値地図,34.977113,136.965654,
23445,南知多町,みなみちたちょう,南知多町役場,470-3495,知多郡南知多町大字豊浜字貝ヶ坪18,0569-65-0711,数値地図,34.715197,136.929833,
23446,美浜町,みはまちょう,美浜町役場,470-2492,知多郡美浜町大字河和字北田面106,0569-82-1111,数値地図,34.778939,136.908195,
23447,武豊町,たけとよちょう,武豊町役場,470-2392,知多郡武豊町字長尾山2,0569-72-1111,数値地図,34.851264,136.914859,
23501,幸田町,こうたちょう,幸田町役場,444-0192,額田郡幸田町大字菱池字元林1-1,0564-62-1111,数値地図,34.864577,137.165666,
23561,設楽町,したらちょう,設楽町役場,441-2301,北設楽郡設楽町田口字辻前14,0536-62-0511,Google Maps,35.097237,137.571438,
23562,東栄町,とうえいちょう,東栄町役場,449-0292,北設楽郡東栄町大字本郷字上前畑25,0536-76-0501,数値地図,35.07693,137.697833,
23563,豊根村,とよねむら,豊根村役場,449-0403,北設楽郡豊根村下黒川字蕨平2,0536-85-1311,数値地図,35.146451,137.719719,
24000,三重県,みえけん,三重県庁,514-8570,津市広明町13,059-224-3070,数値地図,34.730268,136.508594,
24201,津市,つし,津市役所,514-8611,津市西丸之内23-1,059-229-3111,数値地図,34.718576,136.505511,
24202,四日市市,よっかいちし,四日市市役所,510-8601,四日市市諏訪町1-5,059-354-8104,数値地図,34.965051,136.624385,
24203,伊勢市,いせし,伊勢市役所,516-8601,伊勢市岩渕1-7-29,0596-21-5515,数値地図,34.487442,136.709333,
24204,松阪市,まつさかし,松阪市役所,515-8515,松阪市殿町1340-1,0598-53-4312,数値地図,34.578009,136.527487,
24205,桑名市,くわなし,桑名市役所,511-8601,桑名市中央町2-37,0594-24-1136,数値地図,35.062152,136.683822,
24207,鈴鹿市,すずかし,鈴鹿市役所,513-8701,鈴鹿市神戸1-18-18,059-382-1100,数値地図,34.882084,136.584084,
24208,名張市,なばりし,名張市役所,518-0492,名張市鴻之台1番町1番地,0595-63-7402,数値地図,34.627548,136.108334,
24209,尾鷲市,おわせし,尾鷲市役所,519-3696,尾鷲市中央町10-43,0597-23-8132,数値地図,34.070807,136.191029,
24210,亀山市,かめやまし,亀山市役所,519-0195,亀山市本丸町577,0595-82-1111,数値地図,34.855752,136.451598,
24211,鳥羽市,とばし,鳥羽市役所,517-0011,鳥羽市鳥羽三丁目1番1号,0599-25-1112,数値地図,34.481279,136.843517,
24212,熊野市,くまのし,熊野市役所,519-4392,熊野市井戸町796,0597-89-4111,数値地図,33.888548,136.100206,
24214,いなべ市,いなべし,いなべ市役所,511-0293,いなべ市員弁町笠田新田111,0594-74-5820,数値地図,35.115701,136.561498,
24215,志摩市,しまし,志摩市役所,517-0592,志摩市阿児町鵜方3098-22,0599-44-0001,数値地図画像,34.328144,136.829696,
24216,伊賀市,いがし,伊賀市役所,518-8501,伊賀市上野丸之内116,0595-22-9611,数値地図,34.76859,136.12991,
24303,木曽岬町,きそさきちょう,木曽岬町役場,498-8503,桑名郡木曽岬町大字西対海地251,0567-68-6100,数値地図,35.075819,136.731067,
24324,東員町,とういんちょう,東員町役場,511-0295,員弁郡東員町大字山田1600,0594-86-2800,数値地図,35.074176,136.583636,
24341,菰野町,こものちょう,菰野町役場,510-1292,三重郡菰野町大字潤田1250,059-391-1111,数値地図画像,35.020164,136.507683,
24343,朝日町,あさひちょう,朝日町役場,510-8522,三重郡朝日町大字小向893,059-377-5651,数値地図,35.034126,136.66438,
24344,川越町,かわごえちょう,川越町役場,510-8588,三重郡川越町大字豊田一色280,059-366-7113,数値地図,35.026794,136.670907,
24441,多気町,たきちょう,多気町役場,519-2181,多気郡多気町相可1600,0598-38-1111,数値地図,34.496075,136.546154,
24442,明和町,めいわちょう,明和町役場,515-0332,多気郡明和町大字馬之上945,0596-52-7111,数値地図,34.547709,136.623479,
24443,大台町,おおだいちょう,大台町役場,519-2404,多気郡大台町佐原750,0598-82-3781,数値地図画像,34.393454,136.408588,
24461,玉城町,たまきちょう,玉城町役場,519-0495,度会郡玉城町田丸114-2,0596-58-8200,数値地図,34.490133,136.630924,
24470,度会町,わたらいちょう,度会町役場,516-2195,度会郡度会町棚橋1215-1,0596-62-1111,数値地図画像,34.43959,136.621358,
24471,大紀町,たいきちょう,大紀町役場,519-2703,度会郡大紀町滝原1610-1,0598-86-2212,数値地図,34.358033,136.415947,
24472,南伊勢町,みなみいせちょう,南伊勢町役場,516-0194,度会郡南伊勢町五ヶ所浦3057,0599-66-1111,数値地図,34.351901,136.703978,
24543,紀北町,きほくちょう,紀北町役場,519-3292,北牟婁郡紀北町紀伊長島区東長島769-1,0597-46-3111,Google Maps,34.109218,136.231384,
24561,御浜町,みはまちょう,御浜町役場,519-5292,南牟婁郡御浜町大字阿田和6120-1,05979-3-0505,数値地図,33.814305,136.048766,
24562,紀宝町,きほうちょう,紀宝町役場,519-5701,南牟婁郡紀宝町鵜殿324,0735-33-0333,数値地図画像,33.733839,136.009609,
25000,滋賀県,しがけん,滋賀県庁,520-8577,大津市京町4-1-1,077-528-3046,数値地図,35.004394,135.868292,
25201,大津市,おおつし,大津市役所,520-8575,大津市御陵町3-1,077-523-1234,数値地図,35.017754,135.85471,
25202,彦根市,ひこねし,彦根市役所,522-8501,彦根市元町4-2,0749-22-1411,数値地図,35.274344,136.25975,
25203,長浜市,ながはまし,長浜市役所,526-8501,長浜市八幡東町632,0749-62-4111,Google Maps,35.380595,136.278249,
25204,近江八幡市,おうみはちまんし,近江八幡市役所,523-8501,近江八幡市桜宮町236,0748-33-3111,数値地図,35.128327,136.0981,
25206,草津市,くさつし,草津市役所,525-8588,草津市草津3-13-30,077-563-1234,数値地図,35.01295,135.959949,
25207,守山市,もりやまし,守山市役所,524-8585,守山市吉身2-5-22,077-583-2525,数値地図,35.058861,135.994445,
25208,栗東市,りっとうし,栗東市役所,520-3088,栗東市安養寺1-13-33,077-553-1234,数値地図,35.021561,135.998112,
25209,甲賀市,こうかし,甲賀市役所,528-8502,甲賀市水口町水口6053,0748-65-0650,数値地図,34.966069,136.167153,
25210,野洲市,やすし,野洲市役所,520-2395,野洲市小篠原2100-1,077-587-1121,数値地図,35.067417,136.025859,
25211,湖南市,こなんし,湖南市役所,520-3288,湖南市中央1-1,0748-72-1290,数値地図,35.004091,136.084853,
25212,高島市,たかしまし,高島市役所,520-1592,高島市新旭町北畑565,0740-25-8000,数値地図,35.352996,136.036385,
25213,東近江市,ひがしおうみし,東近江市役所,527-8527,東近江市八日市緑町10-5,0748-24-1234,数値地図,35.112691,136.207839,
25214,米原市,まいばらし,米原市役所,521-8501,米原市下多良3-3,0749-52-1551,数値地図,35.31534,136.283996,
25383,日野町,ひのちょう,日野町役場,529-1698,蒲生郡日野町河原1-1,0748-52-1211,数値地図画像,35.018029,136.246187,
25384,竜王町,りゅうおうちょう,竜王町役場,520-2592,蒲生郡竜王町大字小口3,0748-58-3701,数値地図,35.060725,136.124515,
25425,愛荘町,あいしょうちょう,愛荘町役場,529-1380,愛知郡愛荘町愛知川72,0749-42-4111,数値地図,35.168797,136.212339,
25441,豊郷町,とよさとちょう,豊郷町役場,529-1169,犬上郡豊郷町石畑375,0749-35-8112,数値地図,35.200407,136.229949,
25442,甲良町,こうらちょう,甲良町役場,522-0244,犬上郡甲良町大字在士353-1,0749-38-3311,数値地図,35.204241,136.261391,
25443,多賀町,たがちょう,多賀町役場,522-0341,犬上郡多賀町大字多賀324,0749-48-8111,数値地図,35.221989,136.292276,
26000,京都府,きょうとふ,京都府庁,602-8570,京都市上京区下立売通新町西入薮ノ内町,075-451-8111,数値地図,35.021279,135.755635,
26100,京都市,きょうとし,京都市役所,604-8571,京都市中京区寺町通御池上る上本能寺前町488,075-222-3111,数値地図,35.011641,135.76819,
26101,京都市北区,きょうとしきたく,北区役所,603-8511,京都市北区紫野東御所田町33-1,075-432-1181,数値地図,35.040972,135.754247,
26102,京都市上京区,きょうとしかみぎょうく,上京区役所,602-8511,京都市上京区今出川通室町西入堀出シ町285,075-441-0111,Google Maps,35.029592,135.756639,新庁舎
26103,京都市左京区,きょうとしさきょうく,左京区役所,606-8511,京都市左京区松ケ崎堂ノ上町7-2,075-702-1000,Google Maps,35.048569,135.778548,
26104,京都市中京区,きょうとしなかぎょうく,中京区役所,604-8588,京都市中京区西堀川通御池下る西三坊堀川町521,075-812-0061,数値地図,35.01003,135.751414,
26105,京都市東山区,きょうとしひがしやまく,東山区役所,605-8511,京都市東山区清水5-130-6,075-561-1191,数値地図,34.996976,135.776384,
26106,京都市下京区,きょうとししもぎょうく,下京区役所,600-8588,京都市下京区西洞院通塩小路上る東塩小路町608-8,075-371-7101,数値地図,34.987588,135.755498,
26107,京都市南区,きょうとしみなみく,南区役所,601-8511,京都市南区西九条南田町1-3,075-681-3111,数値地図,34.976616,135.746526,
26108,京都市右京区,きょうとしうきょうく,右京区役所,616-8511,京都市右京区太秦下刑部町12,075-861-1101,数値地図,35.010191,135.716095,
26109,京都市伏見区,きょうとしふしみく,伏見区役所,612-8511,京都市伏見区鷹匠町39-2,075-611-1101,Google Maps,34.936033,135.761421,
26110,京都市山科区,きょうとしやましなく,山科区役所,607-8511,京都市山科区椥辻池尻町14-2,075-592-3050,数値地図,34.972369,135.813713,
26111,京都市西京区,きょうとしにしきょうく,西京区役所,615-8522,京都市西京区上桂森下町25-1,075-381-7121,数値地図,34.985004,135.693308,
26201,福知山市,ふくちやまし,福知山市役所,620-8501,福知山市字内記13-1,0773-22-6111,数値地図,35.296658,135.12638,
26202,舞鶴市,まいづるし,舞鶴市役所,625-8555,舞鶴市字北吸1044,0773-62-2300,数値地図,35.474724,135.38613,
26203,綾部市,あやべし,綾部市役所,623-8501,綾部市若竹町8-1,0773-42-3280,数値地図,35.298966,135.258729,
26204,宇治市,うじし,宇治市役所,611-8501,宇治市宇治琵琶33,0774-22-3141,数値地図,34.884432,135.799771,
26205,宮津市,みやづし,宮津市役所,626-8501,宮津市字柳繩手345-1,0772-22-2121,数値地図,35.535437,135.195508,
26206,亀岡市,かめおかし,亀岡市役所,621-8501,亀岡市安町野々神8,0771-22-3131,数値地図,35.013472,135.573734,
26207,城陽市,じょうようし,城陽市役所,610-0195,城陽市寺田東ノ口16・17,0774-52-1111,数値地図,34.853047,135.779912,
26208,向日市,むこうし,向日市役所,617-8665,向日市寺戸町中野20,075-931-1111,数値地図,34.948674,135.698279,
26209,長岡京市,ながおかきょうし,長岡京市役所,617-8501,長岡京市開田1-1-1,075-951-2121,数値地図,34.926704,135.695418,
26210,八幡市,やわたし,八幡市役所,614-8501,八幡市八幡園内75,075-983-1111,数値地図,34.875544,135.70764,
26211,京田辺市,きょうたなべし,京田辺市役所,610-0393,京田辺市田辺80,0774-63-1122,数値地図,34.814467,135.76772,
26212,京丹後市,きょうたんごし,京丹後市役所,627-8567,京丹後市峰山町杉谷889,0772-69-0001,数値地図,35.624176,135.061044,
26213,南丹市,なんたんし,南丹市役所,622-8651,南丹市園部町小桜町47,0771-68-0001,数値地図画像,35.107423,135.470038,
26214,木津川市,きづがわし,木津川市役所,619-0286,木津川市木津南垣外110-9,0774-72-0501,数値地図,34.736836,135.820827,
26303,大山崎町,おおやまざきちょう,大山崎町役場,618-8501,乙訓郡大山崎町字円明寺小字夏目3,075-956-2101,数値地図,34.90279,135.688502,
26322,久御山町,くみやまちょう,久御山町役場,613-8585,久世郡久御山町島田ミスノ38,075-631-6111,数値地図,34.881349,135.73286,
26343,井手町,いでちょう,井手町役場,610-0302,綴喜郡井手町大字井手小字南玉水67,0774-82-2001,数値地図,34.798608,135.803244,
26344,宇治田原町,うじたわらちょう,宇治田原町役場,610-0289,綴喜郡宇治田原町大字荒木小字西出10,0774-88-2250,数値地図,34.852686,135.856849,
26364,笠置町,かさぎちょう,笠置町役場,619-1303,相楽郡笠置町大字笠置小字西通90-1,0743-95-2301,数値地図,34.760419,135.939483,
26365,和束町,わづかちょう,和束町役場,619-1295,相楽郡和束町大字釜塚小字生水14-2,0774-78-3001,数値地図,34.795693,135.904958,
26366,精華町,せいかちょう,精華町役場,619-0285,相楽郡精華町南稲八妻北尻70,0774-94-2004,数値地図,34.760805,135.785913,
26367,南山城村,みなみやましろむら,南山城村役場,619-1411,相楽郡南山城村北大河原小字久保14-1,0743-93-0101,数値地図,34.772725,135.993756,
26407,京丹波町,きょうたんばちょう,京丹波町役場,622-0292,船井郡京丹波町蒲生八ッ谷62-6,0771-82-0200,数値地図,35.164345,135.423188,
26463,伊根町,いねちょう,伊根町役場,626-0493,与謝郡伊根町字日出651,0772-32-0501,数値地図画像,35.674891,135.272634,
26465,与謝野町,よさのちょう,与謝野町役場,629-2292,与謝郡与謝野町字岩滝1798-1,0772-43-9000,数値地図,35.565294,135.152872,
27000,大阪府,おおさかふ,大阪府庁,540-8570,大阪市中央区大手前2-1-22,06-6941-0351,数値地図,34.686394,135.519994,
27100,大阪市,おおさかし,大阪市役所,530-8201,大阪市北区中之島1-3-20,06-6208-8181,数値地図,34.693837,135.502135,
27102,大阪市都島区,おおさかしみやこじまく,都島区役所,534-8501,大阪市都島区中野町2-16-20,06-6882-9986,数値地図,34.701337,135.528105,
27103,大阪市福島区,おおさかしふくしまく,福島区役所,553-8501,大阪市福島区大開1-8-1,06-6464-9986,数値地図,34.691448,135.472637,
27104,大阪市此花区,おおさかしこのはなく,此花区役所,554-8501,大阪市此花区春日出北1-8-4,06-6466-9986,数値地図,34.683032,135.452222,
27106,大阪市西区,おおさかしにしく,西区役所,550-8501,大阪市西区新町4-5-14,06-6532-9986,数値地図,34.676283,135.486025,
27107,大阪市港区,おおさかしみなとく,港区役所,552-8510,大阪市港区市岡1-15-25,06-6576-9986,数値地図,34.66384,135.460722,
27108,大阪市大正区,おおさかしたいしょうく,大正区役所,551-8501,大阪市大正区千島2-7-95,06-4394-9986,数値地図,34.650231,135.472722,
27109,大阪市天王寺区,おおさかしてんのうじく,天王寺区役所,543-8501,大阪市天王寺区真法院町20-33,06-6774-9986,数値地図,34.657814,135.519523,
27111,大阪市浪速区,おおさかしなにわく,浪速区役所,556-8501,大阪市浪速区敷津東1-4-20,06-6647-9986,数値地図画像,34.659464,135.499291,
27113,大阪市西淀川区,おおさかしにしよどがわく,西淀川区役所,555-8501,大阪市西淀川区御幣島1丁目2-10,06-6478-9986,数値地図,34.711334,135.456083,
27114,大阪市東淀川区,おおさかしひがしよどがわく,東淀川区役所,533-8501,大阪市東淀川区豊新2-1-4,06-4809-9986,数値地図,34.741221,135.529437,
27115,大阪市東成区,おおさかしひがしなりく,東成区役所,537-8501,大阪市東成区大今里西2-8-4,06-6977-9986,数値地図,34.670035,135.541187,
27116,大阪市生野区,おおさかしいくのく,生野区役所,544-8501,大阪市生野区勝山南3-1-19,06-6715-9986,数値地図,34.653537,135.534577,
27117,大阪市旭区,おおさかしあさひく,旭区役所,535-8501,大阪市旭区大宮1-1-17,06-6957-9986,数値地図,34.721307,135.544269,
27118,大阪市城東区,おおさかしじょうとうく,城東区役所,536-8510,大阪市城東区中央3-5-45,06-6930-9986,Google Maps,34.703199,135.544812,新庁舎
27119,大阪市阿倍野区,おおさかしあべのく,阿倍野区役所,545-8501,大阪市阿倍野区文の里1-1-40,06-6622-9986,数値地図,34.638705,135.518579,
27120,大阪市住吉区,おおさかしすみよしく,住吉区役所,558-8501,大阪市住吉区南住吉3-15-55,06-6694-9986,Google Maps,34.603672,135.500636,
27121,大阪市東住吉区,おおさかしひがしすみよしく,東住吉区役所,546-8501,大阪市東住吉区東田辺1-13-4,06-4399-9986,数値地図,34.622012,135.5268,
27122,大阪市西成区,おおさかしにしなりく,西成区役所,557-8501,大阪市西成区岸里1-5-20,06-6659-9986,数値地図画像,34.634901,135.494311,
27123,大阪市淀川区,おおさかしよどがわく,淀川区役所,532-8501,大阪市淀川区十三東2-3-3,06-6308-9986,Google Maps,34.721024,135.486712,
27124,大阪市鶴見区,おおさかしつるみく,鶴見区役所,538-8510,大阪市鶴見区横堤5-4-19,06-6915-9986,数値地図,34.704393,135.574211,
27125,大阪市住之江区,おおさかしすみのえく,住之江区役所,559-8601,大阪市住之江区御崎3-1-17,06-6682-9986,数値地図,34.609513,135.48275,
27126,大阪市平野区,おおさかしひらのく,平野区役所,547-8580,大阪市平野区背戸口3-8-19,06-4302-9986,数値地図画像,34.621231,135.546309,
27127,大阪市北区,おおさかしきたく,北区役所,530-8401,大阪市北区扇町2-1-27,06-6313-9986,数値地図,34.705475,135.510078,
27128,大阪市中央区,おおさかしちゅうおうく,中央区役所,541-8518,大阪市中央区久太郎町1-2-27,06-6267-9986,数値地図,34.681172,135.509801,
27140,堺市,さかいし,堺市役所,590-0078,堺市堺区南瓦町3-1,072-233-1101,数値地図,34.573684,135.482861,
27141,堺市堺区,さかいしさかいく,堺区役所,590-0078,堺市堺区南瓦町3-1,072-228-7403,数値地図,34.573684,135.482861,
27142,堺市中区,さかいしなかく,中区役所,599-8236,堺市中区深井沢町2470-7,072-270-8181,数値地図画像,34.528229,135.498854,
27143,堺市東区,さかいしひがしく,東区役所,599-8112,堺市東区日置荘原寺町195-1,072-287-8100,数値地図画像,34.538384,135.5364,
27144,堺市西区,さかいしにしく,西区役所,593-8324,堺市西区鳳東町6丁600,072-275-1901,数値地図画像,34.534695,135.463896,
27145,堺市南区,さかいしみなみく,南区役所,590-0141,堺市南区桃山台1丁1-1,072-290-1800,数値地図画像,34.486523,135.490506,
27146,堺市北区,さかいしきたく,北区役所,591-8021,堺市北区新金岡町5丁1-4,072-258-6706,数値地図画像,34.565508,135.517114,
27147,堺市美原区,さかいしみはらく,美原区役所,587-8585,堺市美原区黒山167-1,072-363-9311,数値地図,34.538716,135.560744,
27202,岸和田市,きしわだし,岸和田市役所,596-8510,岸和田市岸城町7-1,072-423-2121,数値地図,34.460361,135.371068,
27203,豊中市,とよなかし,豊中市役所,561-8501,豊中市中桜塚3-1-1,06-6858-2525,数値地図,34.781243,135.469913,
27204,池田市,いけだし,池田市役所,563-8666,池田市城南1-1-1,072-752-1111,数値地図,34.821599,135.428472,
27205,吹田市,すいたし,吹田市役所,564-8550,吹田市泉町1-3-40,06-6384-1231,数値地図,34.759413,135.516826,
27206,泉大津市,いずみおおつし,泉大津市役所,595-8686,泉大津市東雲町9-12,0725-33-1131,数値地図,34.504329,135.410342,
27207,高槻市,たかつきし,高槻市役所,569-0067,高槻市桃園町2-1,072-674-7111,数値地図,34.846017,135.617288,
27208,貝塚市,かいづかし,貝塚市役所,597-8585,貝塚市畠中1-17-1,072-423-2151,数値地図,34.437642,135.358514,
